opcode,name,source_release,static_contract,liblcf_enum,player_dispatch,player_handler,inventory_status,observation,runtime_acceptance,contract_file
10850,Set Vehicle Location,250921,complete_for_documented_250921_modes,SetVehicleLocation,src/game_interpreter.cpp:673,Game_Interpreter::CommandSetVehicleLocation,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/10850.md
10860,Set Event Location,250921,complete_for_documented_250921_modes,ChangeEventLocation,src/game_interpreter.cpp:675,Game_Interpreter::CommandChangeEventLocation,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/10860.md
10870,Swap Event Positions,250921,complete_for_documented_250921_modes,TradeEventLocations,src/game_interpreter.cpp:677,Game_Interpreter::CommandTradeEventLocations,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/10870.md
10910,Get Terrain ID,250921,complete_for_documented_250921_modes,StoreTerrainID,src/game_interpreter.cpp:679,Game_Interpreter::CommandStoreTerrainID,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/10910.md
10920,Get Event ID,250921,complete_for_documented_250921_modes,StoreEventID,src/game_interpreter.cpp:681,Game_Interpreter::CommandStoreEventID,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/10920.md
11010,Hide Screen,250921,complete_for_documented_250921_modes,EraseScreen,src/game_interpreter.cpp:683,Game_Interpreter::CommandEraseScreen,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11010.md
11020,Show Screen,250921,complete_for_documented_250921_modes,ShowScreen,src/game_interpreter.cpp:685,Game_Interpreter::CommandShowScreen,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11020.md
11030,Tint Screen,250921,complete_for_documented_250921_modes,TintScreen,src/game_interpreter.cpp:687,Game_Interpreter::CommandTintScreen,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11030.md
11040,Flash Screen,250921,complete_for_documented_250921_modes,FlashScreen,src/game_interpreter.cpp:689,Game_Interpreter::CommandFlashScreen,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11040.md
11050,Shake Screen,250921,complete_for_documented_250921_modes,ShakeScreen,src/game_interpreter.cpp:691,Game_Interpreter::CommandShakeScreen,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11050.md
11060,Scroll Screen,250921,complete_for_documented_250921_modes,PanScreen,src/game_interpreter_map.cpp:226,Game_Interpreter_Map::CommandPanScreen,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11060.md
11070,Weather Effects,250921,complete_for_documented_250921_modes,WeatherEffects,src/game_interpreter.cpp:693,Game_Interpreter::CommandWeatherEffects,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11070.md
11110,Show Picture,250921,complete_for_documented_250921_modes,ShowPicture,src/game_interpreter.cpp:695,Game_Interpreter::CommandShowPicture,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11110.md
11120,Move Picture,250921,complete_for_documented_250921_modes,MovePicture,src/game_interpreter.cpp:697,Game_Interpreter::CommandMovePicture,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11120.md
11130,Erase Picture,250921,complete_for_documented_250921_modes,ErasePicture,src/game_interpreter.cpp:699,Game_Interpreter::CommandErasePicture,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11130.md
11210,Show Animation,250921,complete_for_documented_250921_modes,ShowBattleAnimation,src/game_interpreter_map.cpp:228,Game_Interpreter_Map::CommandShowBattleAnimation,existing_handler_semantics_unverified,本地已有动画扩展和独立 liblcf 存档字段；现有文档不声明原版存档互通。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11210.md
11310,Set Player Transparent,250921,complete_for_documented_250921_modes,PlayerVisibility,src/game_interpreter.cpp:701,Game_Interpreter::CommandPlayerVisibility,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11310.md
11320,Flash Event,250921,complete_for_documented_250921_modes,FlashSprite,src/game_interpreter_map.cpp:230,Game_Interpreter_Map::CommandFlashSprite,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11320.md
11330,SetAction,250921,complete_for_documented_250921_modes,MoveEvent,src/game_interpreter.cpp:703,Game_Interpreter::CommandMoveEvent,existing_handler_semantics_unverified,已有移动路线入口；需接入并核对连续 3027 消费、参数捕获和内层编码。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11330.md
11340,Wait for All Movement,250921,complete_for_documented_250921_modes,ProceedWithMovement,src/game_interpreter_map.cpp:232,Game_Interpreter_Map::CommandProceedWithMovement,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11340.md
11350,Stop All Movement,250921,complete_for_documented_250921_modes,HaltAllMovement,src/game_interpreter_map.cpp:234,Game_Interpreter_Map::CommandHaltAllMovement,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11350.md
11410,Wait,250921,complete_for_documented_250921_modes,Wait,src/game_interpreter.cpp:638,Game_Interpreter::CommandWait,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11410.md
11510,Play BGM,250921,complete_for_documented_250921_modes,PlayBGM,src/game_interpreter.cpp:640,Game_Interpreter::CommandPlayBGM,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11510.md
11520,Fadeout BGM,250921,complete_for_documented_250921_modes,FadeOutBGM,src/game_interpreter.cpp:642,Game_Interpreter::CommandFadeOutBGM,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11520.md
11530,Store BGM,250921,complete_for_documented_250921_modes,MemorizeBGM,src/game_interpreter.cpp:705,Game_Interpreter::CommandMemorizeBGM,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11530.md
11540,Replay BGM,250921,complete_for_documented_250921_modes,PlayMemorizedBGM,src/game_interpreter.cpp:707,Game_Interpreter::CommandPlayMemorizedBGM,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11540.md
11550,Play SE,250921,complete_for_documented_250921_modes,PlaySound,src/game_interpreter.cpp:644,Game_Interpreter::CommandPlaySound,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11550.md
11560,Play Movie,250921,complete_for_documented_250921_modes,PlayMovie,src/game_interpreter_map.cpp:236,Game_Interpreter_Map::CommandPlayMovie,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11560.md
11610,Input Key,250921,complete_for_documented_250921_modes,KeyInputProc,src/game_interpreter.cpp:709,Game_Interpreter::CommandKeyInputProc,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11610.md
11710,Change Tileset,250921,complete_for_documented_250921_modes,ChangeMapTileset,src/game_interpreter.cpp:711,Game_Interpreter::CommandChangeMapTileset,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11710.md
11720,Change Parallax,250921,complete_for_documented_250921_modes,ChangePBG,src/game_interpreter.cpp:713,Game_Interpreter::CommandChangePBG,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11720.md
11740,Set Encounter Rate,250921,complete_for_documented_250921_modes,ChangeEncounterSteps,src/game_interpreter.cpp:715,Game_Interpreter::CommandChangeEncounterSteps,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11740.md
11750,Replace Tile,250921,complete_for_documented_250921_modes,TileSubstitution,src/game_interpreter.cpp:717,Game_Interpreter::CommandTileSubstitution,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11750.md
11810,Teleport Point,250921,complete_for_documented_250921_modes,TeleportTargets,src/game_interpreter.cpp:719,Game_Interpreter::CommandTeleportTargets,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11810.md
11820,Teleport Permission,250921,complete_for_documented_250921_modes,ChangeTeleportAccess,src/game_interpreter.cpp:721,Game_Interpreter::CommandChangeTeleportAccess,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11820.md
11830,Set Escape Position,250921,complete_for_documented_250921_modes,EscapeTarget,src/game_interpreter.cpp:723,Game_Interpreter::CommandEscapeTarget,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11830.md
11840,Change Escape Access,250921,complete_for_documented_250921_modes,ChangeEscapeAccess,src/game_interpreter.cpp:725,Game_Interpreter::CommandChangeEscapeAccess,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11840.md
11910,Open Save Menu / Menu Operations,250921,complete_for_documented_250921_modes,OpenSaveMenu,src/game_interpreter_map.cpp:238,Game_Interpreter_Map::CommandOpenSaveMenu,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11910.md
11930,Save Permission,250921,complete_for_documented_250921_modes,ChangeSaveAccess,src/game_interpreter.cpp:727,Game_Interpreter::CommandChangeSaveAccess,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11930.md
11950,Menu,250921,complete_for_documented_250921_modes,OpenMainMenu,src/game_interpreter_map.cpp:240,Game_Interpreter_Map::CommandOpenMainMenu,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11950.md
11960,Menu Permission,250921,complete_for_documented_250921_modes,ChangeMainMenuAccess,src/game_interpreter.cpp:729,Game_Interpreter::CommandChangeMainMenuAccess,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/11960.md
12010,Conditional Branch,250921,complete_for_documented_250921_modes,ConditionalBranch,src/game_interpreter.cpp:731,Game_Interpreter::CommandConditionalBranch,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/12010.md
12110,Label,250921,complete_for_documented_250921_modes,Label,src/game_interpreter.cpp:733,inspect dispatch body,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/12110.md
12120,Jump to Label,250921,complete_for_documented_250921_modes,JumpToLabel,src/game_interpreter.cpp:735,Game_Interpreter::CommandJumpToLabel,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/12120.md
12210,Loop,250921,complete_for_documented_250921_modes,Loop,src/game_interpreter.cpp:737,Game_Interpreter::CommandLoop,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/12210.md
12220,Break or Continue Loop,250921,complete_for_documented_250921_modes,BreakLoop,src/game_interpreter.cpp:739,Game_Interpreter::CommandBreakLoop,existing_handler_semantics_unverified,工作区已有 continue/外层循环修复；该变更仍未提交，不能覆盖。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/12220.md
12310,Exit Event Processing,250921,complete_for_documented_250921_modes,EndEventProcessing,src/game_interpreter.cpp:646,Game_Interpreter::CommandEndEventProcessing,existing_handler_semantics_unverified,已有事件退出入口；需核对 Maniac 返回值投递和 callee 清理顺序。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/12310.md
12320,Erase or Restore Event,250921,complete_for_documented_250921_modes,EraseEvent,src/game_interpreter.cpp:743,Game_Interpreter::CommandEraseEvent,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/12320.md
12330,CallEvent,250921,complete_for_documented_250921_modes,CallEvent,src/game_interpreter.cpp:745,Game_Interpreter::CommandCallEvent,confirmed_partial_or_gap,当前 switch 仅处理 selector 0..4；报告包含按名称调用、带类型实参及返回目的地。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/12330.md
12410,Comment,250921,complete_for_documented_250921_modes,Comment,src/game_interpreter.cpp:648,inspect dispatch body,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/12410.md
12420,Game Over,250921,complete_for_documented_250921_modes,GameOver,src/game_interpreter.cpp:651,Game_Interpreter::CommandGameOver,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/12420.md
12510,To Title,250921,complete_for_documented_250921_modes,ReturntoTitleScreen,src/game_interpreter.cpp:747,Game_Interpreter::CommandReturnToTitleScreen,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/12510.md
13110,Change Enemy HP,250921,complete_for_documented_250921_modes,ChangeMonsterHP,src/game_interpreter_battle.cpp:230,Game_Interpreter_Battle::CommandChangeMonsterHP,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/13110.md
13120,Change Enemy MP,250921,complete_for_documented_250921_modes,ChangeMonsterMP,src/game_interpreter_battle.cpp:232,Game_Interpreter_Battle::CommandChangeMonsterMP,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/13120.md
13130,Change Enemy State,250921,complete_for_documented_250921_modes,ChangeMonsterCondition,src/game_interpreter_battle.cpp:234,Game_Interpreter_Battle::CommandChangeMonsterCondition,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/13130.md
13150,Enemy Appearance,250921,complete_for_documented_250921_modes,ShowHiddenMonster,src/game_interpreter_battle.cpp:236,Game_Interpreter_Battle::CommandShowHiddenMonster,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/13150.md
13210,Change Battle Background,250921,complete_for_documented_250921_modes,ChangeBattleBG,src/game_interpreter_battle.cpp:238,Game_Interpreter_Battle::CommandChangeBattleBG,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/13210.md
13260,Show Battle Animation,250921,complete_for_documented_250921_modes,ShowBattleAnimation_B,src/game_interpreter_battle.cpp:240,Game_Interpreter_Battle::CommandShowBattleAnimation,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/13260.md
13310,Battle Conditional Branch,250921,complete_for_documented_250921_modes,ConditionalBranch_B,src/game_interpreter_battle.cpp:244,Game_Interpreter_Battle::CommandConditionalBranchBattle,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/13310.md
13410,Abort Battle,250921,complete_for_documented_250921_modes,TerminateBattle,src/game_interpreter_battle.cpp:242,Game_Interpreter_Battle::CommandTerminateBattle,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/13410.md
20110,Message Continuation,250921,complete_for_documented_250921_modes,ShowMessage_2,,,contextual_review_required,消息续行由父命令消费；不能要求独立分派。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/20110.md
20140,Choice Branch,250921,complete_for_documented_250921_modes,ShowChoiceOption,src/game_interpreter.cpp:600,Game_Interpreter::CommandShowChoiceOption,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/20140.md
20141,End Choices,250921,complete_for_documented_250921_modes,ShowChoiceEnd,src/game_interpreter.cpp:602,Game_Interpreter::CommandShowChoiceEnd,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/20141.md
20710,If Win,250921,complete_for_documented_250921_modes,VictoryHandler,src/game_interpreter_map.cpp:196,Game_Interpreter_Map::CommandVictoryHandler,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/20710.md
20711,If Escape,250921,complete_for_documented_250921_modes,EscapeHandler,src/game_interpreter_map.cpp:198,Game_Interpreter_Map::CommandEscapeHandler,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/20711.md
20712,If Lose,250921,complete_for_documented_250921_modes,DefeatHandler,src/game_interpreter_map.cpp:200,Game_Interpreter_Map::CommandDefeatHandler,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/20712.md
20713,End Battle,250921,complete_for_documented_250921_modes,EndBattle,src/game_interpreter_map.cpp:202,Game_Interpreter_Map::CommandEndBattle,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/20713.md
20720,If Purchased,250921,complete_for_documented_250921_modes,Transaction,src/game_interpreter_map.cpp:206,Game_Interpreter_Map::CommandTransaction,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/20720.md
20721,If Not Purchased,250921,complete_for_documented_250921_modes,NoTransaction,src/game_interpreter_map.cpp:208,Game_Interpreter_Map::CommandNoTransaction,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/20721.md
20722,End Shop,250921,complete_for_documented_250921_modes,EndShop,src/game_interpreter_map.cpp:210,Game_Interpreter_Map::CommandEndShop,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/20722.md
20730,If Stayed,250921,complete_for_documented_250921_modes,Stay,src/game_interpreter_map.cpp:214,Game_Interpreter_Map::CommandStay,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/20730.md
20731,If Not Stayed,250921,complete_for_documented_250921_modes,NoStay,src/game_interpreter_map.cpp:216,Game_Interpreter_Map::CommandNoStay,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/20731.md
20732,End Inn,250921,complete_for_documented_250921_modes,EndInn,src/game_interpreter_map.cpp:218,Game_Interpreter_Map::CommandEndInn,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/20732.md
22010,Else,250921,complete_for_documented_250921_modes,ElseBranch,src/game_interpreter.cpp:753,Game_Interpreter::CommandElseBranch,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/22010.md
22011,End If,250921,complete_for_documented_250921_modes,EndBranch,src/game_interpreter.cpp:755,Game_Interpreter::CommandEndBranch,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/22011.md
22210,End Loop,250921,complete_for_documented_250921_modes,EndLoop,src/game_interpreter.cpp:741,Game_Interpreter::CommandEndLoop,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/22210.md
22410,Comment Continuation,250921,complete_for_documented_250921_modes,Comment_2,src/game_interpreter.cpp:649,Game_Interpreter::CommandComment,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/22410.md
23310,Else Battle,250921,complete_for_documented_250921_modes,ElseBranch_B,src/game_interpreter_battle.cpp:246,Game_Interpreter_Battle::CommandElseBranchBattle,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/23310.md
23311,End If Battle,250921,complete_for_documented_250921_modes,EndBranch_B,src/game_interpreter_battle.cpp:248,Game_Interpreter_Battle::CommandEndBranchBattle,existing_handler_semantics_unverified,本轮只核对分派位置，尚未逐参数/子模式比对。,not_performed_in_this_assessment,../../RPGRewriter-maniac/analysis/Maniacs-Complete/commands/23311.md
